,,36. Ôn tập chung cuối học kì I
,,
,học kỳ 2,CHỦ ĐỀ 3: CÁC SỐ TRONG PHẠM VI 100 000
,,37. Các số trong phạm vi 10 000
,,38. Các số có bốn chữ số
,,39. Số 10 000
,,40. So sánh các số trong phạm vi 10 000
,,41. Luyện tập chung
,,42. Các số trong phạm vi 100 000
,,43. Các số có năm chữ số
,,44. Số 100 000
,,45. So sánh các số trong phạm vi 100 000
,,46. Luyện tập chung
,,47. Tiền Việt Nam
,,"48. Góc vuông, góc không vuông"
,,"49. Hình tam giác, hình tứ giác"
,,"50. Chu vi hình tam giác, chu vi hình tứ giác"
,,"51. Hình chữ nhật, hình vuông"
,,"52. Chu vi hình chữ nhật, chu vi hình vuông"
,,"53. Hình tròn. Tâm, bán kính, đường kính"
,,"54. Khối trụ, khối cầu (tiếp theo)"
,,55. Điểm ở giữa. Trung điểm của đoạn thẳng
,,56. Luyện tập thực hành và trải nghiệm
,,57. Em vui học Toán
,,58. Ôn tập chủ đề 3
,,
,,"CHỦ ĐỀ 4: PHÉP CỘNG, PHÉP TRỪ TRONG PHẠM VI 100 000"
,,59. Phép cộng trong phạm vi 100 000
,,60. Phép trừ trong phạm vi 100 000
,,61. Luyện tập chung
,,62. Phép nhân số có bốn chữ số với số có một chữ số
,,63. Phép chia số có bốn chữ số cho số có một chữ số
,,64. Luyện tập chung
,,65. Phép nhân số có năm chữ số với số có một chữ số
,,66. Phép chia số có năm chữ số cho số có một chữ số
,,67. Luyện tập chung
,,68. Diện tích của một hình
,,69. Đơn vị đo diện tích. Xăng-ti-mét vuông
,,70. Diện tích hình chữ nhật
,,71. Diện tích hình vuông
,,72. Luyện tập chung
,,"73. Thu thập, phân loại, kiểm đếm số liệu"
,,74. Biểu đồ cột
,,75. Khả năng xảy ra của một sự kiện
,,76. Luyện tập chung
,,77. Em vui học Toán
,,78. Ôn tập chủ đề 4
,,
,,BÀI ÔN TẬP CUỐI NĂM
,,79. Ôn tập các số trong phạm vi 100 000
,,"80. Ôn tập về phép cộng, phép trừ trong phạm vi 100 000"
,,"81. Ôn tập về phép nhân, phép chia trong phạm vi 100 000"
,,82. Ôn tập về hình học và đo lường
,,83. Ôn tập về một số yếu tố thống kê và xác suất
,,84. Ôn tập chung
,,
lớp 4,học kỳ 1,CHỦ ĐỀ 1: SỐ TỰ NHIÊN
,,1. Ôn tập về các số trong phạm vi 100 000
,,2. Ôn tập về các phép tính trong phạm vi 100 000
,,3. Các số có sáu chữ số. Hàng và lớp
,,4. Triệu. Các số có nhiều chữ số
,,5. Các số có nhiều chữ số (tiếp theo)
,,6. Luyện tập
,,"7. Đọc, viết các số có nhiều chữ số"
,,8. So sánh các số có nhiều chữ số
,,9. Luyện tập
,,10. Làm tròn số đến hàng trăm nghìn
,,11. Luyện tập chung
,,12. Số tự nhiên. Hệ thập phân
,,13. Dãy số tự nhiên
,,14. Viết số tự nhiên trong hệ thập phân
,,"15. Yến, tạ, tấn"
,,"16. Tạ, tấn (tiếp theo)"
,,17. Giây
,,18. Thế kỉ
,,19. Luyện tập chung
,,20. Bài toán liên quan đến rút về đơn vị
,,21. Bài toán liên quan đến rút về đơn vị (tiếp theo)
,,22. Luyện tập
,,23. Em vui học Toán
,,24. Ôn tập chủ đề 1
,,
,,CHỦ ĐỀ 2: CÁC PHÉP TÍNH VỚI SỐ TỰ NHIÊN
,,"25. Phép cộng, phép trừ"
,,26. Các tính chất của phép cộng
,,27. Luyện tập
,,28. Tìm hai số khi biết tổng và hiệu của hai số đó
,,29. Luyện tập
,,30. Luyện tập chung
,,31. Phép nhân với số có một chữ số
,,32. Các tính chất của phép nhân
,,"33. Nhân với 10, 100, 1000,... Chia cho 10, 100, 1000,..."
,,34. Nhân với số có hai chữ số
,,35. Luyện tập
,,36. Phép chia cho số có một chữ số
,,37. Phép chia cho số có hai chữ số
,,38. Phép chia cho số có hai chữ số (tiếp theo)
,,39. Luyện tập
,,40. Thương có chữ số 0
,,41. Luyện tập chung
,,42. Tìm số trung bình cộng
,,43. Luyện tập
,,44. Em vui học Toán
,,45. Ôn tập chủ đề 2
,,46. Ôn tập về hình học và đo lường
,,47. Ôn tập chung cuối học kì I
,,
,học kỳ 2,CHỦ ĐỀ 3: PHÂN SỐ
,,48. Khái niệm phân số
,,49. Khái niệm phân số (tiếp theo)
,,50. Phân số và phép chia số tự nhiên
,,51. Luyện tập
,,52. Phân số bằng nhau
,,53. Tính chất cơ bản của phân số
,,54. Rút gọn phân số
,,55. Quy đồng mẫu số các phân số
,,56. Quy đồng mẫu số các phân số (tiếp theo)
,,57. Luyện tập
,,58. So sánh hai phân số cùng mẫu số
,,59. So sánh hai phân số khác mẫu số
,,60. Luyện tập
,,61. Luyện tập chung
,,62. Hình bình hành
,,63. Hình thoi
,,64. Mét vuông
,,65. Đề-xi-mét vuông
,,66. Mi-li-mét vuông
,,67. Luyện tập chung
,,68. Em vui học Toán
,,69. Ôn tập chủ đề 3
,,
,,CHỦ ĐỀ 4: CÁC PHÉP TÍNH VỚI PHÂN SỐ. HÌNH HỌC VÀ ĐO LƯỜNG
,,70. Phép cộng phân số cùng mẫu số
,,71. Phép cộng phân số khác mẫu số
,,72. Luyện tập
,,73. Phép trừ phân số cùng mẫu số
,,74. Phép trừ phân số khác mẫu số
,,75. Luyện tập
,,76. Luyện tập chung
,,77. Phép nhân phân số
,,78. Tìm phân số của một số
,,79. Luyện tập
,,80. Phép chia phân số
,,81. Luyện tập
,,82. Luyện tập chung
,,83. Bảng số liệu thống kê
,,84. Biểu đồ cột (tiếp theo)
,,85. Số lần xuất hiện của một sự kiện
,,86. Tìm hai số khi biết tổng và tỉ số của hai số đó
,,87. Tìm hai số khi biết hiệu và tỉ số của hai số đó
,,88. Luyện tập
,,89. Luyện tập chung
,,90. Em vui học Toán
,,91. Ôn tập chủ đề 4
,,
,,BÀI ÔN TẬP CUỐI NĂM
,,92. Ôn tập về số tự nhiên và các phép tính
,,93. Ôn tập về phân số và các phép tính với phân số
,,94. Ôn tập về hình học và đo lường
,,95. Ôn tập về một số yếu tố thống kê và xác suất
,,96. Ôn tập chung
,,
lớp 5,học kỳ 1,CHỦ ĐỀ 1: ÔN TẬP VÀ BỔ SUNG. SỐ THẬP PHÂN
,,1. Ôn tập về phân số và hỗn số
,,2. Ôn tập về các phép tính với phân số
,,3. Ôn tập về giải bài toán tìm hai số khi biết tổng (hoặc hiệu) và tỉ số của hai số đó
,,4. Bài toán liên quan đến quan hệ tỉ lệ
,,5. Luyện tập chung
,,6. Khái niệm số thập phân
,,7. Khái niệm số thập phân (tiếp theo)
,,"8. Hàng của số thập phân. Đọc, viết số thập phân"
,,9. Số thập phân bằng nhau
,,10. So sánh các số thập phân
,,11. Luyện tập
,,12. Viết các số đo đại lượng dưới dạng số thập phân
,,13. Luyện tập chung
,,14. Ki-lô-mét vuông
,,15. Héc-ta
,,16. Luyện tập
,,17. Em vui học Toán
,,18. Ôn tập chủ đề 1
,,
,,CHỦ ĐỀ 2: CÁC PHÉP TÍNH VỚI SỐ THẬP PHÂN
,,19. Phép cộng các số thập phân
,,20. Phép trừ các số thập phân
,,21. Luyện tập
,,22. Luyện tập chung
,,23. Phép nhân các số thập phân
,,"24. Nhân một số thập phân với 10, 100, 1000,..."
,,25. Nhân một số thập phân với một số thập phân
,,26. Luyện tập
,,27. Luyện tập chung
,,28. Phép chia các số thập phân
,,29. Chia một số tự nhiên cho một số tự nhiên thương là một số thập phân
,,"30. Chia một số thập phân cho 10, 100, 1000,..."
,,31. Chia một số tự nhiên cho một số thập phân
,,32. Chia một số thập phân cho một số thập phân
,,33. Luyện tập
,,34. Luyện tập chung
,,35. Ti-số phần trăm
,,36. Tìm tỉ số phần trăm của hai số
,,37. Tìm giá trị một tỉ số phần trăm của một số
,,38. Luyện tập
,,39. Giải bài toán về tỉ số phần trăm (tiếp theo)
,,40. Luyện tập
,,41. Luyện tập chung
,,42. Em vui học Toán
,,43. Ôn tập chủ đề 2
,,44. Ôn tập chung cuối học kì I
,,
,học kỳ 2,CHỦ ĐỀ 3: HÌNH HỌC VÀ ĐO LƯỜNG
,,45. Hình tam giác. Diện tích hình tam giác
,,46. Hình thang. Diện tích hình thang
,,47. Luyện tập
,,48. Hình tròn. Đường tròn
,,49. Chu vi hình tròn
,,50. Diện tích hình tròn
,,51. Luyện tập
,,52. Luyện tập chung
,,53. Hình hộp chữ nhật. Hình lập phương. Hình trụ
,,54. Diện tích xung quanh và diện tích toàn phần của hình hộp chữ nhật
,,55. Diện tích xung quanh và diện tích toàn phần của hình lập phương
,,56. Luyện tập
,,57. Hình trụ (Giới thiệu hình trụ)
,,58. Luyện tập chung
,,59. Khái niệm thể tích. Đơn vị đo thể tích
,,60. Xăng-ti-mét khối. Đề-xi-mét khối
,,61. Mét khối
,,62. Luyện tập
,,63. Thể tích hình hộp chữ nhật
,,64. Thể tích hình lập phương
,,65. Luyện tập
,,66. Luyện tập chung
,,67. Bảng đơn vị đo thời gian
,,"68. Cộng, trừ số đo thời gian"
,,"69. Nhân, chia số đo thời gian với một số"
,,70. Luyện tập
,,71. Vận tốc
,,72. Quãng đường
,,73. Thời gian
,,74. Luyện tập
,,75. Luyện tập chung
,,76. Em vui học Toán
,,77. Ôn tập chủ đề 3
,,
,,CHỦ ĐỀ 4: THỐNG KÊ VÀ XÁC SUẤT. ÔN TẬP CUỐI NĂM
,,78. Biểu đồ hình quạt tròn
,,79. Ý nghĩa và cách đọc biểu đồ hình quạt tròn
,,80. Luyện tập
,,81. Tìm số trung bình cộng (tiếp theo)
,,82. Tỉ số và vẽ sơ đồ tỉ số
,,83. Khả năng xảy ra của một sự kiện (tiếp theo)
,,84. Luyện tập chung
,,85. Em vui học Toán
,,86. Ôn tập chủ đề 4
,,
,,BÀI ÔN TẬP CUỐI NĂM
,,"87. Ôn tập về số tự nhiên, phân số, số thập phân"
,,"88. Ôn tập về các phép tính với số tự nhiên, phân số, số thập phân"
,,89. Ôn tập về hình học
,,90. Ôn tập về đo lường
,,91. Ôn tập về chuyển động đều
,,92. Ôn tập về một số yếu tố thống kê và xác suất
,,93. Ôn tập chung
