,,16. Bài toán ít hơn
,,17. Ki-lô-gam
,,18. Lít
,,19. Em làm được những gì?
,,
,,"CHỦ ĐỀ 3: PHÉP CỘNG, PHÉP TRỪ CÓ NHỚ TRONG PHẠM VI 100"
,,20. Phép cộng có nhớ trong phạm vi 100
,,21. Phép trừ có nhớ trong phạm vi 100
,,22. Em làm được những gì?
,,"23. Thu thập, phân loại, kiểm đếm"
,,24. Biểu đồ tranh
,,"25. Có thể, chắc chắn, không thể"
,,"26. Ngày, tháng"
,,27. Em làm được những gì?
,,"28. Thực hành và trải nghiệm: Xem lịch, đo độ dài bằng thước dây và cân một số đồ vật"
,,29. Ôn tập học kì 1
,,
,học kỳ 2,"CHỦ ĐỀ 4: PHÉP NHÂN, PHÉP CHIA"
,,30. Phép nhân
,,31. Thừa số - Tích
,,32. Bảng nhân 2
,,33. Bảng nhân 5
,,34. Phép chia
,,35. Số bị chia - Số chia - Thương
,,36. Bảng chia 2
,,37. Bảng chia 5
,,"38. Giờ, phút - Xem đồng hồ"
,,39. Em làm được những gì?
,,"40. Thực hành và trải nghiệm: Mua bán, trao đổi hàng hóa tại lớp học"
,,
,,CHỦ ĐỀ 5: CÁC SỐ ĐẾN 1000
,,"41. Đơn vị, chục, trăm, nghìn"
,,42. Các số từ 101 đến 110
,,43. Các số từ 111 đến 200
,,44. Các số có ba chữ số
,,"45. Viết số thành tổng các trăm, chục, đơn vị"
,,46. So sánh các số có ba chữ số
,,47. Em làm được những gì?
,,48. Mét
,,49. Ki-lô-mét
,,50. Khối trụ - Khối cầu
,,51. Hình tứ giác
,,"52. Xếp hình, gấp hình"
,,53. Tiền Việt Nam
,,54. Em làm được những gì?
,,
,,"CHỦ ĐỀ 6: PHÉP CỘNG, PHÉP TRỪ TRONG PHẠM VI 1000"
,,55. Phép cộng không nhớ trong phạm vi 1000
,,56. Phép trừ không nhớ trong phạm vi 1000
,,57. Phép cộng có nhớ trong phạm vi 1000
,,58. Phép trừ có nhớ trong phạm vi 1000
,,59. Em làm được những gì?
,,60. Thực hành và trải nghiệm: Đo đạc khoảng cách và chiều cao bằng các đơn vị đã học
,,
,,CHỦ ĐỀ 7: ÔN TẬP CUỐI NĂM
,,61. Ôn tập các số trong phạm vi 1000
,,62. Ôn tập phép cộng và phép trừ
,,63. Ôn tập phép nhân và phép chia
,,64. Ôn tập về hình học và đo lường
,,65. Ôn tập về một số yếu tố thống kê và xác suất
,,
lớp 3,học kỳ 1,CHỦ ĐỀ 1: ÔN TẬP VÀ BỔ SUNG
,,1. Ôn tập các số đến 1 000
,,2. Ôn tập các phép tính
,,"3. Cộng nhẩm, trừ nhẩm"
,,4. Tìm số hạng
,,"5. Tìm số bị trừ, tìm số trừ"
,,6. Xem đồng hồ
,,7. Tìm thừa số
,,"8. Tìm số bị chia, tìm số chia"
,,9. Em làm được những gì?
,,10. Mi-li-mét
,,11. Hình tam giác. Hình tứ giác
,,12. Khối hộp chữ nhật. Khối lập phương
,,13. Xếp hình
,,14. Em làm được những gì?
,,15. Thực hành và trải nghiệm: Giờ giấc sinh hoạt của em
,,
,,"CHỦ ĐỀ 2: PHÉP NHÂN, PHÉP CHIA TRONG PHẠM VI 1 000"
,,16. Bảng nhân 3
,,17. Bảng chia 3
,,18. Bảng nhân 4
,,19. Bảng chia 4
,,"20. Một phần hai, một phần ba, một phần tư, một phần năm"
,,"21. Nhân nhẩm, chia nhẩm"
,,22. Em làm được những gì?
,,23. Nhân số có hai chữ số với số có một chữ số
,,24. Chia số có hai chữ số cho số có một chữ số
,,25. Em làm được những gì?
,,26. Bảng nhân 6
,,27. Bảng chia 6
,,28. Gấp một số lên một số lần
,,29. Bảng nhân 7
,,30. Bảng chia 7
,,31. Giảm một số đi một số lần
,,32. Bảng nhân 8
,,33. Bảng chia 8
,,34. Tìm một trong các phần bằng nhau của một số
,,35. Bảng nhân 9
,,36. Bảng chia 9
,,37. Em làm được những gì?
,,38. Phép chia hết và phép chia có dư
,,39. Chia số có ba chữ số cho số có một chữ số
,,40. So sánh số lớn gấp mấy lần số bé
,,41. Điểm ở giữa. Trung điểm của đoạn thẳng
,,42. Hình tròn
,,43. Nhiệt độ. Đo nhiệt độ
,,44. Em làm được những gì?
,,"45. Thực hành và trải nghiệm: Đo ước lượng bằng gang tay, bước chân"
,,46. Ôn tập học kì 1
,,
,học kỳ 2,CHỦ ĐỀ 3: CÁC SỐ ĐẾN 10 000 TRONG PHẠM VI 10 000
,,47. Các số có bốn chữ số
,,48. Các số có bốn chữ số (tiếp theo)
,,49. So sánh các số có bốn chữ số
,,50. Phép cộng các số trong phạm vi 10 000
,,51. Phép trừ các số trong phạm vi 10 000
,,52. Em làm được những gì?
,,53. Tháng - Năm
,,54. Nhân số có bốn chữ số với số có một chữ số
,,55. Chia số có bốn chữ số cho số có một chữ số
,,56. Em làm được những gì?
,,
,,CHỦ ĐỀ 4: CÁC SỐ ĐẾN 100 000 TRONG PHẠM VI 100 000
,,57. Các số có năm chữ số
,,58. Các số có năm chữ số (tiếp theo)
,,59. So sánh các số có năm chữ số
,,60. Phép cộng các số trong phạm vi 100 000
,,61. Phép trừ các số trong phạm vi 100 000
,,62. Em làm được những gì?
,,63. Nhân số có năm chữ số với số có một chữ số
,,64. Chia số có năm chữ số cho số có một chữ số
,,65. Tiền Việt Nam
,,66. Làm tròn số
,,67. Em làm được những gì?
,,68. Thực hành và trải nghiệm: Tính toán chi tiêu trong gia đình
,,
,,CHỦ ĐỀ 5: HÌNH HỌC VÀ ĐO LƯỜNG. THỐNG KÊ VÀ XÁC SUẤT
,,"69. Góc vuông, góc không vuông"
,,70. Hình chữ nhật
,,71. Hình vuông
,,"72. Chu vi hình tam giác, chu vi hình tứ giác"
,,73. Chu vi hình chữ nhật
,,74. Chu vi hình vuông
,,75. Em làm được những gì?
,,76. Diện tích của một hình
,,77. Xăng-ti-mét vuông
,,78. Diện tích hình chữ nhật
,,79. Diện tích hình vuông
,,"80. Tiêu chuẩn, phân loại, kiểm đếm số liệu"
,,81. Biểu đồ cột
,,82. Khả năng xảy ra của một sự kiện
,,83. Em làm được những gì?
,,84. Thực hành và trải nghiệm: Thu thập số liệu thời tiết
,,
,,CHỦ ĐỀ 6: ÔN TẬP CUỐI NĂM
,,85. Ôn tập các số trong phạm vi 100 000
,,86. Ôn tập các phép tính
,,87. Ôn tập về hình học và đo lường
,,88. Ôn tập về một số yếu tố thống kê và xác suất
,,
lớp 4,học kỳ 1,CHỦ ĐỀ 1: ÔN TẬP VÀ BỔ SUNG
,,1. Ôn tập các số đến 100 000
,,2. Ôn tập các phép tính trong phạm vi 100 000
,,3. Biểu thức có chứa chữ
,,4. Biểu thức có chứa chữ (tiếp theo)
,,"5. Tính chất giao hoán, tính chất kết hợp của phép cộng"
,,6. Tìm số trung bình cộng
,,7. Tìm hai số khi biết tổng và hiệu của hai số đó
,,8. Luyện tập chung
,,"9. Yến, tạ, tấn"
,,"10. Giây, thế kỉ"
,,11. Luyện tập chung
,,12. Thực hành và trải nghiệm: Tổ chức một buổi quyên góp sách cũ
,,
,,CHỦ ĐỀ 2: SỐ TỰ NHIÊN VÀ HỆ THẬP PHÂN. CÁC PHÉP TÍNH VỚI SỐ TỰ NHIÊN
,,13. Các số có sáu chữ số. Hàng và lớp
,,14. Triệu - Lớp triệu
,,15. Các số có nhiều chữ số
,,16. So sánh các số có nhiều chữ số
,,17. Làm tròn số có nhiều chữ số
,,18. Luyện tập chung
,,19. Dãy số tự nhiên
,,20. Hệ thập phân
,,"21. Góc nhọn, góc tù, góc bẹt"
,,22. Hai đường thẳng vuông góc
,,23. Hai đường thẳng song song
,,24. Luyện tập chung
,,25. Phép cộng các số có nhiều chữ số
,,26. Phép trừ các số có nhiều chữ số
,,27. Luyện tập chung
,,28. Phép nhân với số có một chữ số
,,"29. Tính chất giao hoán, tính chất kết hợp của phép nhân"
,,"30. Nhân với 10, 100, 1000,... Chia cho 10, 100, 1000,..."
,,31. Nhân với số có hai chữ số
,,32. Luyện tập chung
,,33. Phép chia cho số có một chữ số
,,34. Phép chia cho số có hai chữ số
,,35. Luyện tập chung
,,36. Thực hành và trải nghiệm: Ước lượng chiều dài và diện tích lớp học
,,37. Ôn tập học kì 1
,,
,học kỳ 2,CHỦ ĐỀ 3: PHAN SỐ
,,38. Khái niệm phân số
,,39. Phân số và phép chia số tự nhiên
,,40. Phân số bằng nhau
,,41. Tính chất cơ bản của phân số
,,42. Rút gọn phân số
,,43. Quy đồng mẫu số các phân số
,,44. So sánh hai phân số cùng mẫu số
,,45. So sánh hai phân số khác mẫu số
,,46. Luyện tập chung
,,47. Phép cộng phân số
,,48. Phép trừ phân số
,,49. Luyện tập chung
,,50. Phép nhân phân số
,,51. Phép chia phân số
,,52. Tìm phân số của một số
,,53. Luyện tập chung
,,54. Thực hành và trải nghiệm: Tính toán phân chia khẩu phần ăn hằng ngày
,,
,,CHỦ ĐỀ 4: HÌNH HỌC VÀ ĐO LƯỜNG. THỐNG KÊ VÀ XÁC SUẤT
,,55. Hình bình hành
,,56. Hình thoi
,,57. Mét vuông
,,58. Đề-xi-mét vuông
,,59. Mi-li-mét vuông
,,60. Luyện tập chung
,,61. Biểu đồ cột
,,62. Dãy số liệu thống kê
,,63. Tìm hai số khi biết tổng và tỉ số của hai số đó
,,64. Tìm hai số khi biết hiệu và tỉ số của hai số đó
,,65. Tỉ lệ bản đồ
,,66. Ứng dụng của tỉ lệ bản đồ
,,67. Khả năng xảy ra của một sự kiện
,,68. Luyện tập chung
,,69. Thực hành và trải nghiệm: Đo đạc khoảng cách và đọc bản đồ trường học
,,
,,CHỦ ĐỀ 5: ÔN TẬP CUỐI NĂM
,,70. Ôn tập số tự nhiên và các phép tính
,,71. Ôn tập phân số và các phép tính
,,72. Ôn tập về hình học và đo lường
,,73. Ôn tập về một số yếu tố thống kê và xác suất
,,
lớp 5,học kỳ 1,CHỦ ĐỀ 1: ÔN TẬP VÀ BỔ SUNG
,,1. Ôn tập phân số và hỗn số
,,2. Ôn tập các phép tính với phân số
,,3. Giải bài toán tìm hai số khi biết tổng và tỉ số của hai số đó
,,4. Giải bài toán tìm hai số khi biết hiệu và tỉ số của hai số đó
,,5. Bài toán liên quan đến quan hệ tỉ lệ
,,6. Luyện tập chung
,,7. Ba chữ số - Làm quen với số thập phân
,,8. Khái niệm số thập phân
,,"9. Hàng của số thập phân. Đọc, viết số thập phân"
,,10. Số thập phân bằng nhau
,,11. So sánh hai số thập phân
,,12. Viết các số đo đại lượng dưới dạng số thập phân
,,13. Luyện tập chung
,,14. Thực hành và trải nghiệm: Lập kế hoạch chi tiêu cho một chuyến tham quan
,,
,,CHỦ ĐỀ 2: CÁC PHÉP TÍNH VỚI SỐ THẬP PHÂN
,,15. Phép cộng các số thập phân
,,16. Phép trừ các số thập phân
,,17. Luyện tập chung
,,18. Phép nhân số thập phân
,,"19. Nhân một số thập phân với 10, 100, 1000,..."
,,20. Nhân một số thập phân với một số thập phân
,,21. Luyện tập chung
,,22. Phép chia số thập phân
,,23. Chia một số tự nhiên cho một số tự nhiên thương là một số thập phân
,,"24. Chia một số thập phân cho 10, 100, 1000,..."
,,25. Chia một số tự nhiên cho một số thập phân
,,26. Chia một số thập phân cho một số thập phân
,,27. Luyện tập chung
,,28. Tỉ số phần trăm
,,29. Tìm tỉ số phần trăm của hai số
,,30. Tìm giá trị phần trăm của một số
,,31. Giải bài toán về tỉ số phần trăm
,,32. Luyện tập chung
,,33. Ki-lô-mét vuông
,,34. Héc-ta
,,35. Luyện tập chung
,,36. Thực hành và trải nghiệm: Tính toán mật độ dân số và diện tích đất đai
,,37. Ôn tập học kì 1
,,
,học kỳ 2,CHỦ ĐỀ 3: HÌNH HỌC VÀ ĐO LƯỜNG
,,38. Hình tam giác
,,39. Diện tích hình tam giác
,,40. Hình thang
,,41. Diện tích hình thang
,,42. Luyện tập chung
,,43. Hình tròn. Đường tròn
,,44. Chu vi hình tròn
,,45. Diện tích hình tròn
,,46. Luyện tập chung
,,47. Hình hộp chữ nhật. Hình lập phương. Hình trụ
,,48. Diện tích xung quanh và diện tích toàn phần của hình hộp chữ nhật
,,49. Diện tích xung quanh và diện tích toàn phần của hình lập phương
,,50. Luyện tập chung
,,51. Hình trụ (Giới thiệu hình trụ)
,,52. Khái niệm thể tích. Đơn vị đo thể tích
,,53. Xăng-ti-mét khối. Đề-xi-mét khối
,,54. Mét khối
,,55. Luyện tập chung
,,56. Thể tích hình hộp chữ nhật
,,57. Thể tích hình lập phương
,,58. Luyện tập chung
,,59. Bảng đơn vị đo thời gian
,,"60. Cộng, trừ số đo thời gian"
,,"61. Nhân, chia số đo thời gian với một số"
,,62. Luyện tập chung
,,63. Vận tốc
,,64. Quãng đường
,,65. Thời gian
,,66. Luyện tập chung (Bài toán chuyển động đều)
,,67. Thực hành và trải nghiệm: Đo đạc tốc độ chuyển động trong thực tế
,,
,,CHỦ ĐỀ 4: BIỂU ĐỒ HÌNH QUẠT TRÒN. THỐNG KÊ VÀ XÁC SUẤT. ÔN TẬP CUỐI NĂM
,,68. Biểu đồ hình quạt tròn
,,69. Ý nghĩa và cách đọc số liệu biểu đồ hình quạt tròn
,,70. Tìm số trung bình cộng (tiếp theo)
,,71. Tỉ số và sơ đồ tỉ số
,,72. Khả năng xảy ra của một sự kiện (tiếp theo)
,,73. Sử dụng máy tính cầm tay (Giới thiệu cơ bản)
,,74. Luyện tập chung
,,75. Thực hành và trải nghiệm: Phân tích số liệu khảo sát học đường
,,
,,CHỦ ĐỀ 5: ÔN TẬP CUỐI NĂM
,,"76. Ôn tập số tự nhiên, phân số, số thập phân"
,,77. Ôn tập các phép tính số học
,,78. Ôn tập hình học và đo lường
,,79. Ôn tập toán chuyển động đều
,,80. Ôn tập một số yếu tố thống kê và xác suất
